um	0	0.0	0.000000	0.000000	40	dimer00a_mu.dat
mu	0	0.0	0.000000	0.000000	40	dimer00a_mu.dat
um	5	0.0	6.282580	0.000305	40	dimer00a_mu.dat
mu	5	0.0	5.672160	0.000462	40	dimer00a_mu.dat
um	10	0.0	12.565200	0.000611	40	dimer00a_mu.dat
mu	10	0.0	10.240100	0.002438	40	dimer00a_mu.dat
um	15	0.0	18.847700	0.000916	40	dimer00a_mu.dat
mu	15	0.0	13.880900	0.011363	40	dimer00a_mu.dat
um	20	0.0	25.130300	0.001223	40	dimer00a_mu.dat
mu	20	0.0	16.786600	0.039207	40	dimer00a_mu.dat
um	25	0.0	31.412900	0.001526	40	dimer00a_mu.dat
mu	25	0.0	19.189600	0.086364	40	dimer00a_mu.dat
um	0	0.0	0.000000	0.000000	40	dimer00b_mu.dat
mu	0	0.0	0.000000	0.000000	40	dimer00b_mu.dat
um	5	0.0	6.283800	0.000352	40	dimer00b_mu.dat
mu	5	0.0	5.673470	0.000455	40	dimer00b_mu.dat
um	10	0.0	12.567600	0.000704	40	dimer00b_mu.dat
mu	10	0.0	10.239700	0.001949	40	dimer00b_mu.dat
um	15	0.0	18.851400	0.001057	40	dimer00b_mu.dat
mu	15	0.0	13.871200	0.009250	40	dimer00b_mu.dat
um	20	0.0	25.135200	0.001411	40	dimer00b_mu.dat
mu	20	0.0	16.770400	0.032091	40	dimer00b_mu.dat
um	25	0.0	31.419000	0.001764	40	dimer00b_mu.dat
mu	25	0.0	19.181800	0.069135	40	dimer00b_mu.dat
um	0	0.1	0.000000	0.000000	40	dimer01a_mu.dat
mu	0	0.1	0.000000	0.000000	40	dimer01a_mu.dat
um	5	0.1	6.282510	0.000299	40	dimer01a_mu.dat
mu	5	0.1	5.682060	0.000463	40	dimer01a_mu.dat
um	10	0.1	12.565000	0.000598	40	dimer01a_mu.dat
mu	10	0.1	10.273500	0.002498	40	dimer01a_mu.dat
um	15	0.1	18.847500	0.000896	40	dimer01a_mu.dat
mu	15	0.1	13.949400	0.010963	40	dimer01a_mu.dat
um	20	0.1	25.130000	0.001195	40	dimer01a_mu.dat
mu	20	0.1	16.912600	0.034225	40	dimer01a_mu.dat
um	25	0.1	31.412500	0.001495	40	dimer01a_mu.dat
mu	25	0.1	19.392800	0.073181	40	dimer01a_mu.dat
um	0	0.1	0.000000	0.000000	40	dimer01b_mu.dat
mu	0	0.1	0.000000	0.000000	40	dimer01b_mu.dat
um	5	0.1	6.283760	0.000352	40	dimer01b_mu.dat
mu	5	0.1	5.683460	0.000452	40	dimer01b_mu.dat
um	10	0.1	12.567500	0.000704	40	dimer01b_mu.dat
mu	10	0.1	10.274000	0.001891	40	dimer01b_mu.dat
um	15	0.1	18.851300	0.001054	40	dimer01b_mu.dat
mu	15	0.1	13.941700	0.008584	40	dimer01b_mu.dat
um	20	0.1	25.135000	0.001405	40	dimer01b_mu.dat
