mu	30	0.500000	24.633000	0.083679	40	dimersb_mu.dat
um	35	0.500000	43.977700	0.001427	40	dimersb_mu.dat
mu	35	0.500000	27.254900	0.119049	40	dimersb_mu.dat
um	25	0.600000	31.413100	0.000894	40	dimersb_mu.dat
mu	25	0.600000	22.573200	0.045059	40	dimersb_mu.dat
um	30	0.600000	37.695700	0.001072	40	dimersb_mu.dat
mu	30	0.600000	25.562900	0.079120	40	dimersb_mu.dat
um	35	0.600000	43.978300	0.001252	40	dimersb_mu.dat
mu	35	0.600000	28.364100	0.114943	40	dimersb_mu.dat
um	25	0.700000	31.413500	0.000788	40	dimersb_mu.dat
mu	25	0.700000	23.241600	0.041628	40	dimersb_mu.dat
um	30	0.700000	37.696200	0.000946	40	dimersb_mu.dat
mu	30	0.700000	26.421100	0.075820	40	dimersb_mu.dat
um	35	0.700000	43.978900	0.001105	40	dimersb_mu.dat
mu	35	0.700000	29.403100	0.112716	40	dimersb_mu.dat
um	25	0.800000	31.413700	0.000751	40	dimersb_mu.dat
mu	25	0.800000	23.776400	0.035361	40	dimersb_mu.dat
um	30	0.800000	37.696400	0.000901	40	dimersb_mu.dat
mu	30	0.800000	27.125000	0.066946	40	dimersb_mu.dat
um	35	0.800000	43.979200	0.001051	40	dimersb_mu.dat
mu	35	0.800000	30.267200	0.101510	40	dimersb_mu.dat
um	25	0.900000	31.413800	0.000760	40	dimersb_mu.dat
mu	25	0.900000	24.143900	0.028103	40	dimersb_mu.dat
um	30	0.900000	37.696600	0.000913	40	dimersb_mu.dat
mu	30	0.900000	27.619600	0.056446	40	dimersb_mu.dat
um	35	0.900000	43.979400	0.001065	40	dimersb_mu.dat
mu	35	0.900000	30.882900	0.089353	40	dimersb_mu.dat
um	25	1.000000	31.414000	0.000815	40	dimersb_mu.dat
mu	25	1.000000	24.347000	0.026814	40	dimersb_mu.dat
um	30	1.000000	37.696800	0.000979	40	dimersb_mu.dat
mu	30	1.000000	27.900700	0.054701	40	dimersb_mu.dat
um	35	1.000000	43.979600	0.001142	40	dimersb_mu.dat
mu	35	1.000000	31.240900	0.087750	40	dimersb_mu.dat
um	25	1.100000	31.414100	0.000892	40	dimersb_mu.dat
mu	25	1.100000	24.423400	0.030855	40	dimersb_mu.dat
um	30	1.100000	37.697000	0.001071	40	dimersb_mu.dat
mu	30	1.100000	28.009800	0.062632	40	dimersb_mu.dat
um	35	1.100000	43.979800	0.001248	40	dimersb_mu.dat
mu	35	1.100000	31.388200	0.099169	40	dimersb_mu.dat
um	25	1.200000	31.414300	0.000936	40	dimersb_mu.dat
mu	25	1.200000	24.426100	0.032103	40	dimersb_mu.dat
um	30	1.200000	37.697100	0.001125	40	dimersb_mu.dat
mu	30	1.200000	28.012200	0.063798	40	dimersb_mu.dat
um	35	1.200000	43.980000	0.001312	40	dimersb_mu.dat
mu	35	1.200000	31.389900	0.099875	40	dimersb_mu.dat
um	25	1.300000	31.414500	0.000987	40	dimersb_mu.dat
mu	25	1.300000	24.392000	0.035787	40	dimersb_mu.dat
um	30	1.300000	37.697400	0.001183	40	dimersb_mu.dat
mu	30	1.300000	27.956200	0.069045	40	dimersb_mu.dat
um	35	1.300000	43.980300	0.001382	40	dimersb_mu.dat
mu	35	1.300000	31.307200	0.105856	40	dimersb_mu.dat
um	25	1.400000	31.414800	0.001079	40	dimersb_mu.dat
mu	25	1.400000	24.344700	0.050439	40	dimersb_mu.dat
um	30	1.400000	37.697700	0.001292	40	dimersb_mu.dat
mu	30	1.400000	27.882000	0.092281	40	dimersb_mu.dat
um	35	1.400000	43.980700	0.001508	40	dimersb_mu.dat
mu	35	1.400000	31.206300	0.134978	40	dimersb_mu.dat
um	25	1.500000	31.414900	0.001172	40	dimersb_mu.dat
mu	25	1.500000	24.307800	0.059213	40	dimersb_mu.dat
um	30	1.500000	37.697800	0.001405	40	dimersb_mu.dat
mu	30	1.500000	27.820300	0.105996	40	dimersb_mu.dat
um	35	1.500000	43.980800	0.001641	40	dimersb_mu.dat
mu	35	1.500000	31.120000	0.152180	40	dimersb_mu.dat
um	25	1.600000	31.414700	0.001259	40	dimersb_mu.dat
mu	25	1.600000	24.307000	0.055932	40	dimersb_mu.dat
um	30	1.600000	37.697700	0.001511	40	dimersb_mu.dat
mu	30	1.600000	27.813100	0.100743	40	dimersb_mu.dat
um	35	1.600000	43.980600	0.001761	40	dimersb_mu.dat
mu	35	1.600000	31.101300	0.144429	40	dimersb_mu.dat
um	25	1.700000	31.414500	0.001368	40	dimersb_mu.dat
mu	25	1.700000	24.342600	0.048072	40	dimersb_mu.dat
um	30	1.700000	37.697300	0.001642	40	dimersb_mu.dat
mu	30	1.700000	27.867600	0.086555	40	dimersb_mu.dat
um	35	1.700000	43.980200	0.001914	40	dimersb_mu.dat
mu	35	1.700000	31.167400	0.125469	40	dimersb_mu.dat
um	25	1.800000	31.414000	0.001464	40	dimersb_mu.dat
mu	25	1.800000	24.388100	0.040027	40	dimersb_mu.dat
um	30	1.800000	37.696800	0.001757	40	dimersb_mu.dat
mu	30	1.800000	27.949500	0.073889	40	dimersb_mu.dat
um	35	1.800000	43.979600	0.002048	40	dimersb_mu.dat
mu	35	1.800000	31.288800	0.109561	40	dimersb_mu.dat
um	25	1.900000	31.413400	0.001517	40	dimersb_mu.dat
mu	25	1.900000	24.418100	0.032262	40	dimersb_mu.dat
um	30	1.900000	37.696100	0.001820	40	dimersb_mu.dat
mu	30	1.900000	28.007000	0.061658	40	dimersb_mu.dat
um	35	1.900000	43.978800	0.002125	40	dimersb_mu.dat
mu	35	1.900000	31.379300	0.095781	40	dimersb_mu.dat
um	25	2.000000	31.412900	0.001526	40	dimersb_mu.dat
mu	25	2.000000	24.428000	0.029255	40	dimersb_mu.dat
um	30	2.000000	37.695500	0.001833	40	dimersb_mu.dat
mu	30	2.000000	28.031200	0.053947	40	dimersb_mu.dat
um	35	2.000000	43.978000	0.002139	40	dimersb_mu.dat
mu	35	2.000000	31.420400	0.083322	40	dimersb_mu.dat
um	0	1.000000	0.000000	0.000000	40	dimersx_mu.dat
mu	0	1.000000	0.000000	0.000000	40	dimersx_mu.dat
um	5	1.000000	6.283450	0.000150	40	dimersx_mu.dat
mu	5	1.000000	5.970380	0.000167	40	dimersx_mu.dat
um	10	1.000000	12.566900	0.000301	40	dimersx_mu.dat
mu	10	1.000000	11.342500	0.000597	40	dimersx_mu.dat
um	15	1.000000	18.850300	0.000452	40	dimersx_mu.dat
mu	15	1.000000	16.156100	0.002591	40	dimersx_mu.dat
um	20	1.000000	25.133800	0.000602	40	dimersx_mu.dat
mu	20	1.000000	20.452600	0.009528	40	dimersx_mu.dat
um	25	1.000000	31.417200	0.000751	40	dimersx_mu.dat
mu	25	1.000000	24.297300	0.026169	40	dimersx_mu.dat
um	30	1.000000	37.700700	0.000902	40	dimersx_mu.dat
mu	30	1.000000	27.800000	0.052828	40	dimersx_mu.dat
um	35	1.000000	43.984100	0.001053	40	dimersx_mu.dat
mu	35	1.000000	31.083800	0.084584	40	dimersx_mu.dat
um	40	1.000000	50.267600	0.001201	40	dimersx_mu.dat
mu	40	1.000000	34.238900	0.117357	40	dimersx_mu.dat
um	45	1.000000	56.551000	0.001354	40	dimersx_mu.dat
mu	45	1.000000	37.318100	0.149547	40	dimersx_mu.dat
um	50	1.000000	62.834500	0.001503	40	dimersx_mu.dat
mu	50	1.000000	40.350400	0.180784	40	dimersx_mu.dat
um	0	2.000000	0.000000	0.000000	40	dimersx_mu.dat
mu	0	2.000000	0.000000	0.000000	40	dimersx_mu.dat
um	5	2.000000	6.283800	0.000352	40	dimersx_mu.dat
mu	5	2.000000	5.971710	0.000401	40	dimersx_mu.dat
um	10	2.000000	12.567600	0.000704	40	dimersx_mu.dat
mu	10	2.000000	11.348300	0.001169	40	dimersx_mu.dat
um	15	2.000000	18.851400	0.001057	40	dimersx_mu.dat
mu	15	2.000000	16.174200	0.003372	40	dimersx_mu.dat
um	20	2.000000	25.135200	0.001411	40	dimersx_mu.dat
mu	20	2.000000	20.500800	0.010541	40	dimersx_mu.dat
um	25	2.000000	31.419000	0.001764	40	dimersx_mu.dat
mu	25	2.000000	24.400000	0.028821	40	dimersx_mu.dat
um	30	2.000000	37.702800	0.002116	40	dimersx_mu.dat
mu	30	2.000000	27.975700	0.059106	40	dimersx_mu.dat
um	35	2.000000	43.986600	0.002466	40	dimersx_mu.dat
mu	35	2.000000	31.340100	0.095535	40	dimersx_mu.dat
um	40	2.000000	50.270400	0.002820	40	dimersx_mu.dat
mu	40	2.000000	34.576700	0.133311	40	dimersx_mu.dat
um	45	2.000000	56.554200	0.003173	40	dimersx_mu.dat
mu	45	2.000000	37.735200	0.170495	40	dimersx_mu.dat
um	50	2.000000	62.838000	0.003525	40	dimersx_mu.dat
mu	50	2.000000	40.844100	0.206602	40	dimersx_mu.dat
um	0	3.000000	0.000000	0.000000	40	dimersx_mu.dat
mu	0	3.000000	0.000000	0.000000	40	dimersx_mu.dat
um	5	3.000000	6.283450	0.000150	40	dimersx_mu.dat
mu	5	3.000000	5.971520	0.000221	40	dimersx_mu.dat
um	10	3.000000	12.566900	0.000301	40	dimersx_mu.dat
mu	10	3.000000	11.347800	0.000949	40	dimersx_mu.dat
um	15	3.000000	18.850300	0.000452	40	dimersx_mu.dat
mu	15	3.000000	16.170100	0.003584	40	dimersx_mu.dat
um	20	3.000000	25.133800	0.000602	40	dimersx_mu.dat
mu	20	3.000000	20.479700	0.011728	40	dimersx_mu.dat
um	25	3.000000	31.417200	0.000751	40	dimersx_mu.dat
mu	25	3.000000	24.336600	0.029780	40	dimersx_mu.dat
um	30	3.000000	37.700700	0.000902	40	dimersx_mu.dat
mu	30	3.000000	27.842900	0.057144	40	dimersx_mu.dat
um	35	3.000000	43.984100	0.001053	40	dimersx_mu.dat
mu	35	3.000000	31.118100	0.088477	40	dimersx_mu.dat
um	40	3.000000	50.267600	0.001201	40	dimersx_mu.dat
mu	40	3.000000	34.254000	0.119834	40	dimersx_mu.dat
um	45	3.000000	56.551000	0.001354	40	dimersx_mu.dat
mu	45	3.000000	37.307100	0.149955	40	dimersx_mu.dat
um	50	3.000000	62.834500	0.001503	40	dimersx_mu.dat
mu	50	3.000000	40.309500	0.178782	40	dimersx_mu.dat
um	0	4.000000	0.000000	0.000000	40	dimersx_mu.dat
mu	0	4.000000	0.000000	0.000000	40	dimersx_mu.dat
um	5	4.000000	6.283800	0.000352	40	dimersx_mu.dat
mu	5	4.000000	5.971770	0.000392	40	dimersx_mu.dat
um	10	4.000000	12.567600	0.000704	40	dimersx_mu.dat
mu	10	4.000000	11.349000	0.001143	40	dimersx_mu.dat
um	15	4.000000	18.851400	0.001057	40	dimersx_mu.dat
mu	15	4.000000	16.176900	0.003203	40	dimersx_mu.dat
um	20	4.000000	25.135200	0.001411	40	dimersx_mu.dat
mu	20	4.000000	20.505200	0.009505	40	dimersx_mu.dat
um	25	4.000000	31.419000	0.001764	40	dimersx_mu.dat
mu	25	4.000000	24.400800	0.025273	40	dimersx_mu.dat
um	30	4.000000	37.702800	0.002116	40	dimersx_mu.dat
mu	30	4.000000	27.962900	0.051153	40	dimersx_mu.dat
um	35	4.000000	43.986600	0.002466	40	dimersx_mu.dat
mu	35	4.000000	31.302700	0.081791	40	dimersx_mu.dat
um	40	4.000000	50.270400	0.002820	40	dimersx_mu.dat
mu	40	4.000000	34.506500	0.113333	40	dimersx_mu.dat
um	45	4.000000	56.554200	0.003173	40	dimersx_mu.dat
mu	45	4.000000	37.628300	0.144391	40	dimersx_mu.dat
um	50	4.000000	62.838000	0.003525	40	dimersx_mu.dat
mu	50	4.000000	40.699100	0.174646	40	dimersx_mu.dat
um	0	5.000000	0.000000	0.000000	40	dimersx_mu.dat
mu	0	5.000000	0.000000	0.000000	40	dimersx_mu.dat
um	5	5.000000	6.283450	0.000150	40	dimersx_mu.dat
mu	5	5.000000	5.971560	0.000165	40	dimersx_mu.dat
um	10	5.000000	12.566900	0.000301	40	dimersx_mu.dat
mu	10	5.000000	11.348700	0.000715	40	dimersx_mu.dat
um	15	5.000000	18.850300	0.000452	40	dimersx_mu.dat
mu	15	5.000000	16.176000	0.002616	40	dimersx_mu.dat
um	20	5.000000	25.133800	0.000602	40	dimersx_mu.dat
mu	20	5.000000	20.507100	0.007648	40	dimersx_mu.dat
um	25	5.000000	31.417200	0.000751	40	dimersx_mu.dat
mu	25	5.000000	24.419100	0.018085	40	dimersx_mu.dat
um	30	5.000000	37.700700	0.000902	40	dimersx_mu.dat
mu	30	5.000000	28.013600	0.034347	40	dimersx_mu.dat
um	35	5.000000	43.984100	0.001053	40	dimersx_mu.dat
mu	35	5.000000	31.393600	0.054243	40	dimersx_mu.dat
um	40	5.000000	50.267600	0.001201	40	dimersx_mu.dat
mu	40	5.000000	34.638200	0.075445	40	dimersx_mu.dat
um	45	5.000000	56.551000	0.001354	40	dimersx_mu.dat
mu	45	5.000000	37.798500	0.096775	40	dimersx_mu.dat
um	50	5.000000	62.834500	0.001503	40	dimersx_mu.dat
mu	50	5.000000	40.905300	0.117799	40	dimersx_mu.dat
um	10	1.000000	12.566500	0.000287	40	dimersy_mu.dat
mu	10	1.000000	11.341400	0.000730	40	dimersy_mu.dat
um	20	1.000000	25.132900	0.000576	40	dimersy_mu.dat
mu	20	1.000000	20.465700	0.010541	40	dimersy_mu.dat
um	30	1.000000	37.699400	0.000862	40	dimersy_mu.dat
mu	30	1.000000	27.867400	0.061153	40	dimersy_mu.dat
um	40	1.000000	50.265800	0.001149	40	dimersy_mu.dat
mu	40	1.000000	34.334600	0.125743	40	dimersy_mu.dat
um	50	1.000000	62.832300	0.001436	40	dimersy_mu.dat
mu	50	1.000000	40.418000	0.188146	40	dimersy_mu.dat
um	10	2.000000	12.566000	0.000451	40	dimersy_mu.dat
mu	10	2.000000	11.346500	0.000769	40	dimersy_mu.dat
um	20	2.000000	25.132000	0.000903	40	dimersy_mu.dat
mu	20	2.000000	20.513800	0.006494	40	dimersy_mu.dat
um	30	2.000000	37.697900	0.001353	40	dimersy_mu.dat
mu	30	2.000000	28.035000	0.033460	40	dimersy_mu.dat
um	40	2.000000	50.263900	0.001803	40	dimersy_mu.dat
mu	40	2.000000	34.631500	0.078992	40	dimersy_mu.dat
um	50	2.000000	62.829900	0.002254	40	dimersy_mu.dat
mu	50	2.000000	40.826500	0.127212	40	dimersy_mu.dat
um	10	3.000000	12.566400	0.000321	40	dimersy_mu.dat
mu	10	3.000000	11.345100	0.000661	40	dimersy_mu.dat
um	20	3.000000	25.132800	0.000640	40	dimersy_mu.dat
mu	20	3.000000	20.484900	0.009317	40	dimersy_mu.dat
um	30	3.000000	37.699100	0.000960	40	dimersy_mu.dat
mu	30	3.000000	27.885000	0.060720	40	dimersy_mu.dat
um	40	3.000000	50.265500	0.001280	40	dimersy_mu.dat
mu	40	3.000000	34.316700	0.125762	40	dimersy_mu.dat
um	50	3.000000	62.831900	0.001600	40	dimersy_mu.dat
mu	50	3.000000	40.352900	0.186272	40	dimersy_mu.dat
um	10	4.000000	12.566000	0.000435	40	dimersy_mu.dat
mu	10	4.000000	11.345800	0.001020	40	dimersy_mu.dat
um	20	4.000000	25.132000	0.000873	40	dimersy_mu.dat
mu	20	4.000000	20.477700	0.011444	40	dimersy_mu.dat
um	30	4.000000	37.698100	0.001306	40	dimersy_mu.dat
mu	30	4.000000	27.805000	0.069348	40	dimersy_mu.dat
um	40	4.000000	50.264100	0.001742	40	dimersy_mu.dat
mu	40	4.000000	34.131000	0.148312	40	dimersy_mu.dat
um	50	4.000000	62.830100	0.002177	40	dimersy_mu.dat
mu	50	4.000000	40.072300	0.220215	40	dimersy_mu.dat
um	10	5.000000	12.566300	0.000349	40	dimersy_mu.dat
mu	10	5.000000	11.345300	0.000907	40	dimersy_mu.dat
um	20	5.000000	25.132600	0.000702	40	dimersy_mu.dat
mu	20	5.000000	20.473400	0.009328	40	dimersy_mu.dat
um	30	5.000000	37.698800	0.001052	40	dimersy_mu.dat
mu	30	5.000000	27.820300	0.050847	40	dimersy_mu.dat
um	40	5.000000	50.265100	0.001403	40	dimersy_mu.dat
mu	40	5.000000	34.166100	0.114877	40	dimersy_mu.dat
um	50	5.000000	62.831400	0.001753	40	dimersy_mu.dat
mu	50	5.000000	40.124400	0.178713	40	dimersy_mu.dat
